producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,Average,4.0,Yash,Average
Apple iPhone XR (64GB), India ,Awesome,5.0,srinivaskumar,Good
Apple iPhone XR (64GB), India ,Nothing,3.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Awesome,5.0,Amazon Customer,Nice
Apple iPhone XR (64GB), India ,Awesome,5.0,Jitendra Kumar,Worth buying
Apple iPhone XR (64GB), India ,Camera Quality is just Surperb.!.!.!,5.0,12SEL03,iPhone XRðŸ˜
Apple iPhone XR (64GB), India ,Face id is good,5.0,Abhinav,Face id work fine but size is bit more
Apple iPhone XR (64GB), India ,Good product for its cost,5.0,Rajagopal V,iPhone xr
Apple iPhone XR (64GB), India ,Batterylife is excellent,4.0,Asif shaik,Nice
Apple iPhone XR (64GB), India ,Awesome,4.0,sonu,It's worth
Apple iPhone XR (64GB), India ,Excellent phone,5.0,ajay jaswani,Excellent phone
Apple iPhone XR (64GB), India ,Amazing fast delivery by Amazon best value phon,5.0,vishnu shukla,Best value phon
Apple iPhone XR (64GB), India ,Nice and beautiful product,5.0,Pradeep Kkumar Rajput,Great to have
Apple iPhone XR (64GB), India ,Very genuine product. Good one,5.0,Bushraja,Expectation Met
Apple iPhone XR (64GB), India ,There is no fingerprint reader,5.0,Amazon Customer,Worth to buy
Apple iPhone XR (64GB), India ,Found some scratches on screen,3.0,Vainavi Sawant,Scratch on screen
Apple iPhone XR (64GB), India ,Good battery,5.0,Kapil C.,Amazing
Apple iPhone XR (64GB), India ,Dope phone  fast during gaming,5.0,Parthlachke,I insist to  buy this phone
Apple iPhone XR (64GB), India ,Not received invoice soft copy,2.0,Santosh Kumar samantatay,Not received spot copy Invoice
Apple iPhone XR (64GB), India ,Excellent phone in all aspects,5.0,santosh nirmalkar,Excellent
Apple iPhone XR (64GB), India ,Nice product and good delivery,5.0,Kishan Patel,Fast delivery
Apple iPhone XR (64GB), India ,Good phone. A bit bulky though,5.0,gokul n.,Good phone
Apple iPhone XR (64GB), India ,Donâ€™t buy,1.0,rohan patel,Worst set ever have
Apple iPhone XR (64GB), India ,Worth for money just go for it,5.0,Bhim Dwivedi,Excellent
Apple iPhone XR (64GB), India ,Display size is decent,5.0,Dularai,Good product
Apple iPhone XR (64GB), India ,All worth .. real good,4.0,Ishwar M.,Worth
Apple iPhone XR (64GB), India ,Good phone very smooth,5.0,Mudit kulshrestha,Apple is apple
Apple iPhone XR (64GB), India ,Very very good product,5.0,sagar magar,Excellent
Apple iPhone XR (64GB), India ,Enjoying the apple....,5.0,Ravi kumar,.
Apple iPhone XR (64GB), India ,Nice,5.0,Hitesh Sarvaiya,Everything is good
Apple iPhone XR (64GB), India ,Awsome&genuine product,5.0,Harkirat sandhu,BestðŸ‘Œ
Apple iPhone XR (64GB), India ,Best I phone ever.,5.0,raj sundar,Go For It.
Apple iPhone XR (64GB), India ,Sweat pig deer,5.0,hitesh,Hmmm
Apple iPhone XR (64GB), India ,Amazing iPhone XR,5.0,hitu,Mostly good
Apple iPhone XR (64GB), India ,superb,5.0,Sooraj,loved it
Apple iPhone XR (64GB), India ,color issue in display,1.0,Shubham Sharma,display issue
Apple iPhone XR (64GB), India ,Simply super,5.0,Ashok,Super
Apple iPhone XR (64GB), India ,One of the best Iphone ever,4.0,Girish Solanki,Good phone
Apple iPhone XR (64GB), India ,Go for it without thinking any thing â¤ï¸â¤ï¸,5.0,shashank shashi,Love the camera quality and battery backup â¤ï¸â¤ï¸
Apple iPhone XR (64GB), India ,Color,4.0,Anand More,Apple
Apple iPhone XR (64GB), India ,Awsm Phone Ever,5.0,Anurag,:)
Apple iPhone XR (64GB), India ,no issue at all,5.0,Sadique Poolwala,Good item
Apple iPhone XR (64GB), India ,A bit bigger than the earlier ones,5.0,S Kumar,ðŸŽðŸ“ž
Apple iPhone XR (64GB), India ,Nice phone,5.0,Manoj kumar,ðŸ‘ŒðŸ»ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥
Apple iPhone XR (64GB), India ,User Interface with Non-apple,5.0,GAUTAM MUKHOPADHYAY,Apples Reliability
Apple iPhone XR (64GB), India ,This product is very good....,5.0,Priyanka,Amazing features
Apple iPhone XR (64GB), India ,Good service and good product,5.0,arvind k.,Awesome service of amazon and excellent product of apple
Apple iPhone XR (64GB), India ,It's good than Android phones,5.0,Harshal Dekate,Happy with XR
Apple iPhone XR (64GB), India ,Camera quality is pretty good,5.0,Sagar,Value for money
Apple iPhone XR (64GB), India ,Major Issues with the product,1.0,Deepika Rao,Product Defect
Apple iPhone XR (64GB), India ,Fingerprint compulsory needed,4.0,Nasim Khan,Better
Apple iPhone XR (64GB), India ,Best iPhone I have ever used.,5.0,Ravi kumar,Simply awesome.
Apple iPhone XR (64GB), India ,Camera is really good,5.0,AKASH KUMAR,Good
Apple iPhone XR (64GB), India ,No fingerprint reader,4.0,abhay dung dung,Overall nice phone could have been better if it had dual camera
Apple iPhone XR (64GB), India ,Battery life is good.,5.0,Abhinoy Pradhan,Xr review
Apple iPhone XR (64GB), India ,Great phone..enjoying,4.0,BAL KRISHAN,XR
Apple iPhone XR (64GB), India ,No fingerprint reader,5.0,sri,iPhone XR
Apple iPhone XR (64GB), India ,No fingerprint reader,5.0,siddharth,Great .. but bit bulky and heavier
Apple iPhone XR (64GB), India ,Flashlight not blink.,1.0,Balram05,Flashlight not blink.
Apple iPhone XR (64GB), India ,Overall good product.,4.0,ranjit singh.c,Satisfied
Apple iPhone XR (64GB), India ,No fingerprint reader,5.0,Amazon Customer,ðŸ‘ŒðŸ‘ŒðŸ‘Œ
Apple iPhone XR (64GB), India ,Was not a good choice,1.0,Anagha,Not a good product
Apple iPhone XR (64GB), India ,Great product,5.0,Abhijit deka,Awesome
Apple iPhone XR (64GB), India ,Amazing phone,5.0,Monu,Superb phone
Apple iPhone XR (64GB), India ,Totally super,5.0,Jeyakumar,Good mobile
Apple iPhone XR (64GB), India ,Great product,4.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Amazing phone,5.0,Masa Pradeep,Super
Apple iPhone XR (64GB), India ,Awesome phone,5.0,Amazon Customer,iPhone rocks
Apple iPhone XR (64GB), India ,Great product,5.0,Chaitanya Pokharkar,Awesome
Apple iPhone XR (64GB), India ,Value 4 money,5.0,nisha,Nice
Apple iPhone XR (64GB), India ,Phone is good,4.0,Rohit,Ok I am used to android
Apple iPhone XR (64GB), India ,Amazing phone,5.0,Pankaj Jain ,Highly recommended
Apple iPhone XR (64GB), India ,Good product.,5.0,Vikas,Good product.
Apple iPhone XR (64GB), India ,Ausum product,5.0,AAKRITI R SINGH,Worth buying
Apple iPhone XR (64GB), India ,Great product,5.0,Amazon Customer,Nice
Apple iPhone XR (64GB), India ,amazing experience..........!,5.0,Aditya Vibhute,Worthy!
Apple iPhone XR (64GB), India ,Good,4.0,Rajesh,Good
Apple iPhone XR (64GB), India ,Amazing iPhone.. Love it.,5.0,Amazon Customer,Great phone to use.
Apple iPhone XR (64GB), India ,Only con is LCD screen,4.0,Amitabh Agarwal,Apple iPhone XR
Apple iPhone XR (64GB), India ,Great battery life and camera,5.0,Ayush Sharma,Battery and dual sim card problem solved
Apple iPhone XR (64GB), India ,Super,5.0,Punanjay Kumar,Super
Apple iPhone XR (64GB), India ,Great,5.0,James Adinarayana,Great
Apple iPhone XR (64GB), India ,Great,4.0,mehul_gods_hopes,Super
Apple iPhone XR (64GB), India ,Super,5.0,LOHITH,Lovely phone
Apple iPhone XR (64GB), India ,Camera n display can be better,5.0,KJ,Good but not perfect
Apple iPhone XR (64GB), India ,Good and on time!!!,5.0,Rakeshkumar,Worthy
Apple iPhone XR (64GB), India ,I think the touch is really smooth.,5.0,Subhash Kasara,Fantastic!
Apple iPhone XR (64GB), India ,Best mobile iphone xr and battery life good,5.0,Dinesh Kumar Rawat,iPhone xr is the best mobile in flagship mobile
Apple iPhone XR (64GB), India ,As usual good phone from Apple,5.0,Arkapravo Roy,Good phone
Apple iPhone XR (64GB), India ,Just a awesome device,5.0,Chinmay,Awesome
Apple iPhone XR (64GB), India ,Amazing. Worth it.,5.0,Kishan Shetti,iPhone XR
Apple iPhone XR (64GB), India ,Awesome phone great features,5.0,Harpreet Kaur,iPhone XR review
Apple iPhone XR (64GB), India ,The product looks amazingðŸ’“ðŸ’“,5.0,Saranya,Love it
Apple iPhone XR (64GB), India ,Got it at 39k. Worth it.,5.0,Satjeet Sandhu,Worth it.
Apple iPhone XR (64GB), India ,About the ram and mega pixel,5.0,Ram krushal reddy,Craziest iPhone
Apple iPhone XR (64GB), India ,Fmcg Gn he Cvv by uff scones,5.0,Shankar Thevar,Bechta Jung cc
Apple iPhone XR (64GB), India ,The phone is worth its price,5.0,Abhishek,Iphone  Xr
Apple iPhone XR (64GB), India ,Great product for its price.,5.0,Shubham Chand,Worth money
Apple iPhone XR (64GB), India ,I need the bill of the phone,3.0,Shivam,Bill
Apple iPhone XR (64GB), India ,"All in all, a great product!",5.0,Abhisheksinh Gour,Class Apart!
Apple iPhone XR (64GB), India ,The phone good and excellent,5.0,Jaya kumar,I phone xr
Apple iPhone XR (64GB), India ,Niceee product at best price,5.0,Amazon Customer,Good product
Apple iPhone XR (64GB), India ,Superb product with low cost,5.0,Saurabh soni,Not awesome but superb awesome
Apple iPhone XR (64GB), India ,Over priced,5.0,Arijit Paul,Nice phone
Apple iPhone XR (64GB), India ,Good and Lower Price,5.0,Harinath ,Price and Brand Value
Apple iPhone XR (64GB), India ,battery life so nice,5.0,DEEPU,apple logo on white mobile
Apple iPhone XR (64GB), India ,as expected too good,5.0,Ravi Roy,awesome
Apple iPhone XR (64GB), India ,Good phone,5.0,v v.,Siva medical nuzvid
Apple iPhone XR (64GB), India ,Good phone I love it,5.0,P Rambabu,Best ever phone
Apple iPhone XR (64GB), India ,Front camera is poor,5.0,Vassanth,Best in terms of performance
Apple iPhone XR (64GB), India ,Battery life awesome,5.0,..,"If you dont have an iphone, you dont have an iphone ðŸ¤£"
Apple iPhone XR (64GB), India ,Smooth like a butter,5.0,Amazon Customer,Rocket
Apple iPhone XR (64GB), India ,Best phone under 50K,5.0,vaibhavmewara,Apple xr
Apple iPhone XR (64GB), India ,Worth Buying Product,5.0,PRAVEEN RAVI,Worth Buying
Apple iPhone XR (64GB), India ,Very good experience,5.0,Satyki,Well done
Apple iPhone XR (64GB), India ,Good Phone Under 50k,5.0,SANTOSH,Value for Money
Apple iPhone XR (64GB), India ,No fingerprint in XR,5.0,Amazon Customer,Great phone in IPhone series
Apple iPhone XR (64GB), India ,IPhone xr is awesome,4.0,Pradeep,Xr
Apple iPhone XR (64GB), India ,This is ittttsâ¤ï¸â¤ï¸â¤ï¸,5.0,Bheem Rajput,Wowww
Apple iPhone XR (64GB), India ,awesome iphone,5.0,Sumit,Awesome Iphone ever ðŸ‘
Apple iPhone XR (64GB), India ,all are good,5.0,Akshay Kumar Mahicha,all are good
Apple iPhone XR (64GB), India ,Good product,4.0,Deepak G Sridhar ,Satisfied with product
Apple iPhone XR (64GB), India ,Nice product,5.0,Ashish Shinde,Best buy
Apple iPhone XR (64GB), India ,I'm not sure,2.0,Anchal Dhekware,XR
Apple iPhone XR (64GB), India ,Good Product,4.0,Manish,Iphone
Apple iPhone XR (64GB), India ,Nice phoneðŸ‘Œ,4.0,A@s,All features in this phone at this price is worth each bucks.
Apple iPhone XR (64GB), India ,Superb phone,5.0,harshit dewangan,Great battery life
Apple iPhone XR (64GB), India ,Best product,5.0,MR Dhilip,Best
Apple iPhone XR (64GB), India ,Just wow. ðŸ˜,5.0,sekhar bala,Myphone. ðŸ˜
Apple iPhone XR (64GB), India ,Best of all.,5.0,Jeet S.,Keeps up with its name.
Apple iPhone XR (64GB), India ,Little heavy,5.0,Wanglen Sairem,Good product
Apple iPhone XR (64GB), India ,Good product,5.0,Dipanjan Guha,If you don't have an i-phone then.....
Apple iPhone XR (64GB), India ,Good product,5.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Good product,5.0,Gaurav Panwar,Nice product
Apple iPhone XR (64GB), India ,Perfect,4.0,NITISH KUMAR,Osm
Apple iPhone XR (64GB), India ,Everthing is gud but it heats sometimes.,5.0,Kindle Customer,Nyc
Apple iPhone XR (64GB), India ,It is nice phone. A bit heavy,4.0,Naveen Jaiswal,Good product
Apple iPhone XR (64GB), India ,Premium quality product,5.0,Kapil,XR Rocks!!
Apple iPhone XR (64GB), India ,Good,5.0,manish T,Good
Apple iPhone XR (64GB), India ,Oswm,5.0,vikky jha,I recommend
Apple iPhone XR (64GB), India ,Good,4.0,Umesh,Good
Apple iPhone XR (64GB), India ,Best,5.0,Amazon Customer,Best
Apple iPhone XR (64GB), India ,Good,5.0,Vikas Pathak,Nice
Apple iPhone XR (64GB), India ,Nice,5.0,Mallesh M,Ok
Apple iPhone XR (64GB), India ,sexy,5.0,Saurav Jha,classy
Apple iPhone XR (64GB), India ,Good,5.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Nice,4.0,Renil,Good phone
Apple iPhone XR (64GB), India ,Good,5.0,Sudhakar.S,Good quality & build.
Apple iPhone XR (64GB), India ,Good,4.0,dinesh patel,Very Good
Apple iPhone XR (64GB), India ,good,5.0,balvinder,good
Apple iPhone XR (64GB), India ,Good,4.0,Pankaj,Good
Apple iPhone XR (64GB), India ,Good,5.0,Subodh,Good
Apple iPhone XR (64GB), India ,Nice,5.0,camper,Best
Apple iPhone XR (64GB), India ,Good,5.0,vickyhits007,Awesome
Apple iPhone XR (64GB), India ,Good,4.0,Sumukh Mohan,Good
Apple iPhone XR (64GB), India ,Nice,5.0,kamesh,Nice
Apple iPhone XR (64GB), India ,Good,5.0,Amazon Customer,Nice
Apple iPhone XR (64GB), India ,good,5.0,sandeep kv,good
Apple iPhone XR (64GB), India ,I got tottally damaged piece,5.0,Chandu,Damaged piece
Apple iPhone XR (64GB), India ,amazing,5.0,Shobhesh,Nice ðŸ˜Ž product
Apple iPhone XR (64GB), India ,Best phone is iphone xr,5.0,Amit tiwari,Best phone
Apple iPhone XR (64GB), India ,Extremely good,5.0,Divya bathla,Good
Apple iPhone XR (64GB), India ,Amazing battery life,5.0,Taher,Best phone
Apple iPhone XR (64GB), India ,Nice Product,5.0,Shivdas Pillai,iPhone XR best in class
Apple iPhone XR (64GB), India ,Not a handy phone... buy xs instead,3.0,Abhishek singh,Big
Apple iPhone XR (64GB), India ,Great Product,5.0,Atul ,Worth the purchase !!
Apple iPhone XR (64GB), India ,Charging taking 3plus hours,4.0,Anoop Louis,Charging
Apple iPhone XR (64GB), India ,Fast delivery.,5.0,Amazon Customer,One must use this iPhone to know the convenience.
Apple iPhone XR (64GB), India ,Overall good,5.0,Karthick,Red XR
Apple iPhone XR (64GB), India ,Worth,5.0,Naren Dev,Value for money in IPHONE
Apple iPhone XR (64GB), India ,Battery backup is very good,5.0,Rohith prabhath,A super backup battery phone
Apple iPhone XR (64GB), India ,Nice but camera quality bad,5.0,BALAJI,Nice but camera quality not good
Apple iPhone XR (64GB), India ,awesome iphone in low range,5.0,Narveer singh,awesome iphone in low budget
Apple iPhone XR (64GB), India ,Awsm battry life face id ðŸ‘Œ,5.0,shanky,Ek no mobile
Apple iPhone XR (64GB), India ,Back case very poor quality,3.0,Amazon Customer,Online shopping not good quality
Apple iPhone XR (64GB), India ,I loved it. Amazing product,5.0,Jackson K francis,Iphone xr
Apple iPhone XR (64GB), India ,Camera quality is too good.,5.0,sudhir gurav,Best price on Amazon
Apple iPhone XR (64GB), India ,I need my iphone XR invoice,1.0,Durgesh Dangi,Need Invoice
Apple iPhone XR (64GB), India ,i phone never make you down,5.0,sajid pathan,just one word awesome
Apple iPhone XR (64GB), India ,No finger print recognition,5.0,Amazon Customer,Dream phone
Apple iPhone XR (64GB), India ,Battery  Backup is in fault,2.0,Hushiar singh,Battery fault
Apple iPhone XR (64GB), India ,One of the best iPhone ever,4.0,preetham,Cute iPhone
Apple iPhone XR (64GB), India ,it's nice as always,5.0,Ankur Bharti,compact and secure
Apple iPhone XR (64GB), India ,Mast phone hai bhai,4.0,Naman Yadav,Jhakkas
Apple iPhone XR (64GB), India ,Absolutely perfect!,5.0,Deepak Sharma,Worth buying...
Apple iPhone XR (64GB), India ,Connectivity issues,4.0,Nidhi,"Great product, but have connectivity issues"
Apple iPhone XR (64GB), India ,Good phone to buy..,4.0,Pradeep Dungriyal,Nice one...
Apple iPhone XR (64GB), India ,Very good excellent,5.0,Pardeep,Very very good
Apple iPhone XR (64GB), India ,Itâ€™s a good product,4.0,Hemant Nagpal,iPhone XR
Apple iPhone XR (64GB), India ,Good,5.0,Sandeep Saraf,Good
Apple iPhone XR (64GB), India ,Good product,4.0,Ramesh v,Good product
Apple iPhone XR (64GB), India ,Go for the red.,5.0,Siddharth Bhattacharjee,Distinctive !
Apple iPhone XR (64GB), India ,Awesome,5.0,Jobanpreet Singh,Good Phone
Apple iPhone XR (64GB), India ,Awsum phone,5.0,Siddhant,Awsum phone
Apple iPhone XR (64GB), India ,Not as good,3.0,SHUBHAM YADAV,Not as good as other android phones
Apple iPhone XR (64GB), India ,Great phone,5.0,Amazon Customer,Amazing Amazon! Great service
Apple iPhone XR (64GB), India ,Good One ðŸ˜Š,4.0,Raghu Timmanagoudra,Ok ðŸ‘
Apple iPhone XR (64GB), India ,It's awsome,4.0,Binod G.,Good
Apple iPhone XR (64GB), India ,Best option,5.0,Amazon Customer,Nice phone
Apple iPhone XR (64GB), India ,Great Phone,5.0,Rahul Gurnani,Great Phone
Apple iPhone XR (64GB), India ,Good product worth for money,5.0,Manimegalai Gurumoorthi,ðŸ‘
Apple iPhone XR (64GB), India ,Awesome,5.0,Ankur Gupta,Awesome
Apple iPhone XR (64GB), India ,Best at this price point,5.0,danam r pyrbot,Worth it!
Apple iPhone XR (64GB), India ,Bad,5.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Just awesome,5.0,venkateshwaran,Fabulous
Apple iPhone XR (64GB), India ,Excellent performence.,5.0,Sandeep Kumar Yadav,Right for daily life.
Apple iPhone XR (64GB), India ,Great buy,5.0,Dr.,iPhone CR
Apple iPhone XR (64GB), India ,game sensor good,5.0,RIYAZAHMED,looking good and camera result awesome
Apple iPhone XR (64GB), India ,Nice phone and should have a bit more ram,5.0,Arun Bhat,Must use
Apple iPhone XR (64GB), India ,Awesome worth of money loved it,5.0,Manjunatha.m,Bubble phone
Apple iPhone XR (64GB), India ,Product are not Good,1.0,AMRIT KAPOOR ,Not good it's bad
Apple iPhone XR (64GB), India ,Awesome phone â¤ï¸ðŸ’¯,5.0,Ankur,Must buy â¤ï¸ðŸ’¯
Apple iPhone XR (64GB), India ,Good i love amazon,5.0,sachiinkumar nandha kumar,Regarding amazon
Apple iPhone XR (64GB), India ,Nice,5.0,v.s.p.krishna Chaitanya,Nice for price
Apple iPhone XR (64GB), India ,Good,5.0,Sai Sabarish,One day delivery
Apple iPhone XR (64GB), India ,Improved face recognition.,5.0,Ritesh Gupta,Got it in good deal
Apple iPhone XR (64GB), India ,Good phone. Got it for 38k,5.0,BBS,Good phone
Apple iPhone XR (64GB), India ,Phone is getting heated up,3.0,Vishnu,Good
Apple iPhone XR (64GB), India ,Superb PHON I m very happy,5.0,Altamas Khan,Smart PHON ka baap
Apple iPhone XR (64GB), India ,I really liked the product,5.0,Sonal Pandey,5 stars
Apple iPhone XR (64GB), India ,Best phone in battery life,5.0,Chirag Kapoor,Superb battery life
Apple iPhone XR (64GB), India ,It is very goodbye,5.0,Nikhil N.,Good
Apple iPhone XR (64GB), India ,One word.. perfect,5.0,sharad sagar,iPhone xr
Apple iPhone XR (64GB), India ,Display not like x,4.0,Saddam Khan,Nice delivery on time
Apple iPhone XR (64GB), India ,Just awesome phone,5.0,Pratik Deshmukh,Nice
Apple iPhone XR (64GB), India ,Excellent purchase,5.0,Somu R.,Excellent
Apple iPhone XR (64GB), India ,Awesome experience,5.0,M r khan,Perfect mobile
Apple iPhone XR (64GB), India ,great phone to use,5.0,Ankur Pathania,Great
Apple iPhone XR (64GB), India ,Everything is good,5.0,Surya,Apple
